Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,MRNA,Moderna,100,低,"Moderna, Inc.",61.8,24.5,28.46,72.8,2.06,50.52,49.96,1.3662,62.3,高,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.8%；站上EMA20(+22.3%)；1M報酬28.5%；超額報酬vs SPY:+28.1%；SPY:+0.3%&QQQ:+2.4%；RSI73；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
2,2,HOOD,Robinhood,100,低,"Robinhood Markets, Inc.",105.2,94.7,36.36,69.4,2.1,88.62,82.08,1.7993,110.73,高,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔5.0%；站上EMA20(+18.7%)；1M報酬36.4%；超額報酬vs SPY:+36.0%；SPY:+0.3%&QQQ:+2.4%；RSI69；MACD金叉多頭；站上SMA200,18,13,12,12,3,5,待 Grok 評分,待 Grok 評分
3,3,GPC,Genuine Parts Company,100,低,Genuine Parts Company,106.12,14.8,15.14,63.4,1.99,100.88,102.25,1.3746,109.57,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔3.1%；站上EMA20(+5.2%)；1M報酬15.1%；超額報酬vs SPY:+14.8%；SPY:+0.3%&QQQ:+2.4%；RSI63；MACD金叉多頭,12,13,8,12,10,5,待 Grok 評分,待 Grok 評分
4,4,SWK,"Stanley Black & Decker, Inc.",100,低,"Stanley Black & Decker, Inc.",82.47,12.8,10.47,59.0,1.83,79.93,76.6,0.5186,87.41,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔5.7%；站上EMA20(+3.2%)；1M報酬10.5%；超額報酬vs SPY:+10.2%；SPY:+0.3%&QQQ:+2.4%；RSI59；MACD金叉多頭；站上SMA200,12,13,8,12,10,5,待 Grok 評分,待 Grok 評分
5,5,IR,Ingersoll Rand Inc.,100,低,Ingersoll Rand Inc.,77.07,30.2,10.15,57.5,1.97,73.94,76.87,1.0722,80.86,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔4.7%；站上EMA20(+4.2%)；1M報酬10.1%；超額報酬vs SPY:+9.8%；SPY:+0.3%&QQQ:+2.4%；RSI57；MACD金叉多頭,12,13,8,12,10,5,待 Grok 評分,待 Grok 評分
6,6,CMI,Cummins Inc.,99,低,Cummins Inc.,717.78,99.0,6.22,62.0,1.78,671.35,658.45,3.7554,733.48,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔2.1%；站上EMA20(+6.9%)；1M報酬6.2%；超額報酬vs SPY:+5.9%；SPY:+0.3%&QQQ:+2.4%；RSI62；MACD金叉多頭；站上SMA200,12,15,8,9,10,5,待 Grok 評分,待 Grok 評分
7,7,SPG,"Simon Property Group, Inc.",97,低,"Simon Property Group, Inc.",209.86,68.1,5.86,55.0,1.89,208.3,202.74,0.6009,220.44,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔4.8%；站上EMA20(+0.7%)；1M報酬5.9%；超額報酬vs SPY:+5.5%；SPY:+0.3%&QQQ:+2.4%；RSI55；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
8,8,MET,大都會人壽,97,低,"MetLife, Inc.",85.85,55.2,5.45,59.2,1.53,84.45,80.3,0.0895,89.62,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔4.2%；站上EMA20(+1.7%)；1M報酬5.5%；超額報酬vs SPY:+5.1%；SPY:+0.3%&QQQ:+2.4%；RSI59；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
9,9,PCAR,PACCAR Inc.,97,低,PACCAR Inc.,117.34,61.8,5.07,52.3,1.76,116.36,117.6,0.7555,122.58,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔4.3%；站上EMA20(+0.8%)；1M報酬5.1%；超額報酬vs SPY:+4.8%；SPY:+0.3%&QQQ:+2.4%；RSI52；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
10,10,OTIS,Otis Worldwide Corporation,96,低,Otis Worldwide Corporation,72.72,27.9,2.24,52.5,1.86,71.65,74.51,0.5651,74.19,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔2.0%；站上EMA20(+1.5%)；1M報酬2.2%；超額報酬vs SPY:+1.9%；SPY:+0.3%&QQQ:+2.4%；RSI53；MACD金叉多頭,12,15,8,6,10,5,待 Grok 評分,待 Grok 評分
