Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,AAPL,蘋果公司,100,低,Apple Inc.,326.57,4766.0,7.1,59.0,1.66,317.61,317.07,0.779,330.81,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔1.3%；站上EMA20(+2.8%)；1M報酬7.1%；超額報酬vs SPY:+8.8%；SPY:-1.7%&QQQ:-1.4%；RSI59；MACD金叉多頭；站上SMA200,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
2,2,ORCL,甲骨文,98,低,Oracle Corporation,152.94,440.5,5.13,53.5,2.32,150.24,140.46,1.0562,170.7,低,基底+40 · CB+12 · PullbackQ+10 · VS+12 · RS+9 · TC+10 · Bonus+5,從20日高點回檔10.4%；站上EMA20(+1.8%)；1M報酬5.1%；超額報酬vs SPY:+6.8%；SPY:-1.7%&QQQ:-1.4%；RSI53；MACD金叉多頭,12,10,12,9,10,5,待 Grok 評分,待 Grok 評分
3,3,DVN,Devon能源,95,低,Devon Energy Corporation,50.02,55.0,10.18,66.0,1.59,47.8,45.25,0.0375,50.05,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+3 · Bonus+5,從20日高點回檔0.1%；站上EMA20(+4.7%)；1M報酬10.2%；超額報酬vs SPY:+11.8%；SPY:-1.7%&QQQ:-1.4%；RSI66；MACD金叉多頭；站上SMA200,12,15,8,12,3,5,待 Grok 評分,待 Grok 評分
4,4,SWKS,"Skyworks Solutions, Inc.",92,低,"Skyworks Solutions, Inc.",84.03,12.6,22.98,80.3,1.9,71.02,65.53,1.4051,85.89,高,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+0 · Bonus+5,從20日高點回檔2.2%；站上EMA20(+18.3%)；1M報酬23.0%；超額報酬vs SPY:+24.6%；SPY:-1.7%&QQQ:-1.4%；RSI80；MACD金叉多頭；站上SMA200,12,15,8,12,0,5,待 Grok 評分,待 Grok 評分
5,5,WBD,"Warner Bros. Discovery, Inc. - ",89,低,"Warner Bros. Discovery, Inc. - ",28.2,70.7,4.17,55.1,1.8,28.09,27.17,-0.128,28.99,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+0 · Bonus+5,從20日高點回檔2.7%；站上EMA20(+0.4%)；1M報酬4.2%；超額報酬vs SPY:+5.8%；SPY:-1.7%&QQQ:-1.4%；RSI55；MACD待確認；站上SMA200,12,15,8,9,0,5,待 Grok 評分,待 Grok 評分
6,6,QCOM,高通,87,低,QUALCOMM Incorporated,176.88,188.9,9.32,62.8,1.45,167.73,167.78,2.1403,183.49,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔3.6%；站上EMA20(+5.5%)；1M報酬9.3%；超額報酬vs SPY:+11.0%；SPY:-1.7%&QQQ:-1.4%；RSI63；MACD金叉多頭；站上SMA200,8,13,4,12,10,0,待 Grok 評分,待 Grok 評分
7,7,PFG,Principal Financial Group Inc,84,低,Principal Financial Group Inc,114.96,24.6,2.48,56.9,1.27,112.8,111.86,0.4241,121.18,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔5.1%；站上EMA20(+1.9%)；1M報酬2.5%；超額報酬vs SPY:+4.1%；SPY:-1.7%&QQQ:-1.4%；RSI57；MACD金叉多頭；站上SMA200,8,13,4,9,10,0,待 Grok 評分,待 Grok 評分
8,8,APA,APA Corporation,83,低,APA Corporation,44.53,15.6,9.63,62.9,1.3,42.54,38.45,-0.0759,46.1,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+6 · Bonus+0,從20日高點回檔3.4%；站上EMA20(+4.7%)；1M報酬9.6%；超額報酬vs SPY:+11.3%；SPY:-1.7%&QQQ:-1.4%；RSI63；MACD多頭；站上SMA200,8,13,4,12,6,0,待 Grok 評分,待 Grok 評分
9,9,CVX,雪佛龍,82,低,Chevron Corporation,212.76,417.4,9.13,68.1,1.25,205.04,192.67,0.2873,217.4,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+3 · Bonus+0,從20日高點回檔2.1%；站上EMA20(+3.8%)；1M報酬9.1%；超額報酬vs SPY:+10.8%；SPY:-1.7%&QQQ:-1.4%；RSI68；MACD金叉多頭；站上SMA200,8,15,4,12,3,0,待 Grok 評分,待 Grok 評分
10,10,META,Meta平台,82,低,"Meta Platforms, Inc.",644.38,1641.6,7.55,66.4,1.22,597.74,600.2,9.9212,663.5,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+3 · Bonus+0,從20日高點回檔2.9%；站上EMA20(+7.8%)；1M報酬7.6%；超額報酬vs SPY:+9.2%；SPY:-1.7%&QQQ:-1.4%；RSI66；MACD金叉多頭；站上SMA200,8,15,4,12,3,0,待 Grok 評分,待 Grok 評分
11,11,OXY,西方石油,82,低,Occidental Petroleum Corporatio,61.16,61.1,4.03,62.5,1.28,59.47,56.57,-0.0171,62.24,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+6 · Bonus+0,從20日高點回檔1.7%；站上EMA20(+2.8%)；1M報酬4.0%；超額報酬vs SPY:+5.7%；SPY:-1.7%&QQQ:-1.4%；RSI63；MACD多頭；站上SMA200,8,15,4,9,6,0,待 Grok 評分,待 Grok 評分
12,12,BG,Bunge Limited,81,低,Bunge Limited,124.59,23.9,12.34,64.7,1.18,117.69,114.08,1.095,127.47,低,基底+40 · CB+4 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔2.3%；站上EMA20(+5.9%)；1M報酬12.3%；超額報酬vs SPY:+14.0%；SPY:-1.7%&QQQ:-1.4%；RSI65；MACD金叉多頭；站上SMA200,4,15,0,12,10,0,待 Grok 評分,待 Grok 評分
13,13,VLO,瓦萊羅,79,中,Valero Energy Corporation,385.43,111.0,18.99,77.1,1.32,356.88,321.95,1.9189,393.54,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+0 · Bonus+0,從20日高點回檔2.1%；站上EMA20(+8.0%)；1M報酬19.0%；超額報酬vs SPY:+20.6%；SPY:-1.7%&QQQ:-1.4%；RSI77；MACD金叉多頭；站上SMA200,8,15,4,12,0,0,待 Grok 評分,待 Grok 評分
14,14,CF,"CF Industries Holdings, Inc.",79,中,"CF Industries Holdings, Inc.",135.11,20.4,15.29,60.5,1.09,129.84,122.57,0.6327,141.66,低,基底+40 · CB+4 · PullbackQ+13 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔4.6%；站上EMA20(+4.1%)；1M報酬15.3%；超額報酬vs SPY:+16.9%；SPY:-1.7%&QQQ:-1.4%；RSI60；MACD金叉多頭；站上SMA200,4,13,0,12,10,0,待 Grok 評分,待 Grok 評分
15,15,CI,Cigna,78,中,The Cigna Group,280.91,74.2,3.14,51.8,1.11,279.0,281.94,0.5068,285.5,低,基底+40 · CB+4 · PullbackQ+15 · VS+0 · RS+9 · TC+10 · Bonus+0,從20日高點回檔1.6%；站上EMA20(+0.7%)；1M報酬3.1%；超額報酬vs SPY:+4.8%；SPY:-1.7%&QQQ:-1.4%；RSI52；MACD金叉多頭；站上SMA200,4,15,0,9,10,0,待 Grok 評分,待 Grok 評分
16,16,PSKY,Paramount Skydance Corporation,78,中,Paramount Skydance Corporation,10.38,11.6,10.66,52.7,1.25,10.39,9.61,-0.0771,11.21,低,基底+40 · CB+3 · PullbackQ+13 · VS+4 · RS+12 · TC+6 · Bonus+0,從20日高點回檔7.4%；貼近EMA20(-0.1%，整理中)；1M報酬10.7%；超額報酬vs SPY:+12.3%；SPY:-1.7%&QQQ:-1.4%；RSI53；MACD多頭,3,13,4,12,6,0,待 Grok 評分,待 Grok 評分
17,17,HPQ,HP Inc.,77,中,HP Inc.,32.73,29.5,13.68,64.2,0.91,30.42,27.53,0.1091,33.17,低,基底+40 · CB+0 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔1.3%；站上EMA20(+7.6%)；1M報酬13.7%；超額報酬vs SPY:+15.3%；SPY:-1.7%&QQQ:-1.4%；RSI64；MACD金叉多頭；站上SMA200,0,15,0,12,10,0,待 Grok 評分,待 Grok 評分
18,18,XOM,埃克森美孚,76,中,ExxonMobil Holdings Corporation,165.23,679.4,4.07,60.8,1.2,160.82,153.96,-0.1956,168.64,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+0 · Bonus+0,從20日高點回檔2.0%；站上EMA20(+2.7%)；1M報酬4.1%；超額報酬vs SPY:+5.7%；SPY:-1.7%&QQQ:-1.4%；RSI61；MACD待確認；站上SMA200,8,15,4,9,0,0,待 Grok 評分,待 Grok 評分
