Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,DASH,DoorDash,100,低,"DoorDash, Inc.",213.26,92.9,12.63,69.8,2.26,193.0,178.48,2.1068,218.03,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔2.2%；站上EMA20(+10.5%)；1M報酬12.6%；超額報酬vs SPY:+9.5%；SPY:+3.1%&QQQ:+0.5%；RSI70；MACD金叉多頭；站上SMA200,18,15,12,12,3,5,待 Grok 評分,待 Grok 評分
2,2,NWSA,News Corporation,100,低,News Corporation,29.67,16.0,11.04,65.3,2.01,27.91,26.87,0.1327,30.88,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+9 · TC+3 · Bonus+5,從20日高點回檔3.9%；站上EMA20(+6.3%)；1M報酬11.0%；超額報酬vs SPY:+7.9%；SPY:+3.1%&QQQ:+0.5%；RSI65；MACD金叉多頭；站上SMA200,18,13,12,9,3,5,待 Grok 評分,待 Grok 評分
3,3,FISV,"Fiserv, Inc.",100,低,"Fiserv, Inc.",54.11,28.9,6.94,55.3,2.65,52.91,52.07,0.3337,56.63,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+6 · TC+10 · Bonus+5,從20日高點回檔4.4%；站上EMA20(+2.3%)；1M報酬6.9%；超額報酬vs SPY:+3.8%；SPY:+3.1%&QQQ:+0.5%；RSI55；MACD金叉多頭,18,13,12,6,10,5,待 Grok 評分,待 Grok 評分
4,4,GEN,Gen Digital Inc.,99,低,Gen Digital Inc.,28.1,16.8,8.87,63.7,1.93,26.98,25.86,0.1001,28.5,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔1.4%；站上EMA20(+4.2%)；1M報酬8.9%；超額報酬vs SPY:+5.8%；SPY:+3.1%&QQQ:+0.5%；RSI64；MACD金叉多頭；站上SMA200,12,15,8,9,10,5,待 Grok 評分,待 Grok 評分
5,5,SOLV,Solventum Corporation,97,低,Solventum Corporation,82.96,14.1,10.35,52.7,1.97,82.77,79.18,0.343,90.0,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔7.8%；站上EMA20(+0.2%)；1M報酬10.3%；超額報酬vs SPY:+7.2%；SPY:+3.1%&QQQ:+0.5%；RSI53；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
6,6,HON,霍尼韋爾,97,低,Honeywell International Inc.,240.74,76.3,9.25,53.3,1.51,239.27,234.6,0.8342,252.0,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔4.5%；站上EMA20(+0.6%)；1M報酬9.2%；超額報酬vs SPY:+6.1%；SPY:+3.1%&QQQ:+0.5%；RSI53；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
7,7,FSLR,第一太陽能,97,低,"First Solar, Inc.",244.14,26.2,8.85,61.5,1.57,223.22,244.03,5.8153,253.0,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔3.5%；站上EMA20(+9.4%)；1M報酬8.8%；超額報酬vs SPY:+5.7%；SPY:+3.1%&QQQ:+0.5%；RSI61；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
8,8,ZTS,Zoetis Inc.,96,低,Zoetis Inc.,77.27,32.4,3.61,52.8,2.77,76.14,76.47,0.2483,80.17,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+3 · TC+10 · Bonus+0,從20日高點回檔3.6%；站上EMA20(+1.5%)；1M報酬3.6%；超額報酬vs SPY:+0.5%；SPY:+3.1%&QQQ:+0.5%；RSI53；MACD金叉多頭,18,13,12,3,10,0,待 Grok 評分,待 Grok 評分
9,9,FOXA,Fox Corporation,95,低,Fox Corporation,61.79,25.9,15.73,65.8,1.89,57.73,57.94,0.5437,62.47,中,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+3 · Bonus+5,從20日高點回檔1.1%；站上EMA20(+7.0%)；1M報酬15.7%；超額報酬vs SPY:+12.6%；SPY:+3.1%&QQQ:+0.5%；RSI66；MACD金叉多頭,12,15,8,12,3,5,待 Grok 評分,待 Grok 評分
10,10,HWM,Howmet Aerospace Inc.,94,低,Howmet Aerospace Inc.,289.72,115.9,6.68,60.4,1.58,281.59,271.66,0.562,310.0,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔6.5%；站上EMA20(+2.9%)；1M報酬6.7%；超額報酬vs SPY:+3.6%；SPY:+3.1%&QQQ:+0.5%；RSI60；MACD金叉多頭；站上SMA200,12,13,8,6,10,5,待 Grok 評分,待 Grok 評分
