Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,TECH,Bio-Techne Corp,100,低,Bio-Techne Corp,71.0,11.1,47.64,77.9,2.11,57.13,52.98,1.7273,71.23,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.3%；站上EMA20(+24.3%)；1M報酬47.6%；超額報酬vs SPY:+50.3%；SPY:-2.6%&QQQ:-3.0%；RSI78；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
2,2,ABBV,艾伯維,100,低,AbbVie Inc.,253.35,447.6,17.62,76.6,6.08,227.68,214.78,2.3862,253.35,中,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.0%；站上EMA20(+11.3%)；1M報酬17.6%；超額報酬vs SPY:+20.2%；SPY:-2.6%&QQQ:-3.0%；RSI77；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
3,3,RVTY,"Revvity, Inc.",100,低,"Revvity, Inc.",113.02,12.6,16.77,69.2,2.43,102.45,96.92,1.0413,116.16,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔2.7%；站上EMA20(+10.3%)；1M報酬16.8%；超額報酬vs SPY:+19.4%；SPY:-2.6%&QQQ:-3.0%；RSI69；MACD金叉多頭；站上SMA200,18,15,12,12,3,5,待 Grok 評分,待 Grok 評分
4,4,DE,迪爾公司,100,低,Deere & Company,613.24,165.5,15.84,61.5,1.55,587.18,574.91,4.8758,631.93,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔3.0%；站上EMA20(+4.4%)；1M報酬15.8%；超額報酬vs SPY:+18.4%；SPY:-2.6%&QQQ:-3.0%；RSI61；MACD金叉多頭；站上SMA200,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
5,5,IR,Ingersoll Rand Inc.,100,低,Ingersoll Rand Inc.,81.37,31.8,14.67,64.7,1.81,76.33,76.02,0.9814,82.61,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔1.5%；站上EMA20(+6.6%)；1M報酬14.7%；超額報酬vs SPY:+17.3%；SPY:-2.6%&QQQ:-3.0%；RSI65；MACD金叉多頭,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
6,6,VRTX,福泰製藥,100,低,Vertex Pharmaceuticals Incorpor,491.34,124.7,12.38,73.2,4.78,457.43,441.52,4.3921,503.89,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔2.5%；站上EMA20(+7.4%)；1M報酬12.4%；超額報酬vs SPY:+15.0%；SPY:-2.6%&QQQ:-3.0%；RSI73；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
7,7,KDP,Keurig Dr Pepper Inc.,100,低,Keurig Dr Pepper Inc.,33.4,45.4,11.75,74.8,3.26,30.95,29.41,0.1003,33.66,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.8%；站上EMA20(+7.9%)；1M報酬11.8%；超額報酬vs SPY:+14.4%；SPY:-2.6%&QQQ:-3.0%；RSI75；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
8,8,LLY,禮來,100,低,Eli Lilly and Company,1208.12,1077.3,11.56,72.4,2.25,1113.22,1030.62,-1.0759,1215.76,高,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.6%；站上EMA20(+8.5%)；1M報酬11.6%；超額報酬vs SPY:+14.2%；SPY:-2.6%&QQQ:-3.0%；RSI72；MACD待確認；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
9,9,SHW,宣偉,100,低,Sherwin-Williams Company (The),344.07,84.9,11.0,68.3,2.15,319.81,316.34,3.8678,345.77,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔0.5%；站上EMA20(+7.6%)；1M報酬11.0%；超額報酬vs SPY:+13.6%；SPY:-2.6%&QQQ:-3.0%；RSI68；MACD金叉多頭；站上SMA200,18,15,12,12,3,5,待 Grok 評分,待 Grok 評分
10,10,SPG,"Simon Property Group, Inc.",100,低,"Simon Property Group, Inc.",226.89,73.6,10.93,72.7,3.15,213.8,205.36,1.255,228.58,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔0.7%；站上EMA20(+6.1%)；1M報酬10.9%；超額報酬vs SPY:+13.5%；SPY:-2.6%&QQQ:-3.0%；RSI73；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
