Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,WBD,"Warner Bros. Discovery, Inc. - ",98,低,"Warner Bros. Discovery, Inc. - ",27.09,68.9,3.28,55.8,2.09,26.66,26.87,0.0308,27.65,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+3 · TC+10 · Bonus+0,從20日高點回檔2.0%；站上EMA20(+1.6%)；1M報酬3.3%；超額報酬vs SPY:-0.3%；SPY:+3.5%&QQQ:+2.7%；RSI56；MACD金叉多頭；站上SMA200,18,15,12,3,10,0,待 Grok 評分,待 Grok 評分
2,2,PNR,Pentair plc.,96,低,Pentair plc.,76.53,12.2,7.18,55.2,1.54,75.18,74.66,0.172,77.96,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔1.8%；站上EMA20(+1.8%)；1M報酬7.2%；超額報酬vs SPY:+3.6%；SPY:+3.5%&QQQ:+2.7%；RSI55；MACD金叉多頭,12,15,8,6,10,5,待 Grok 評分,待 Grok 評分
3,3,BIIB,渤健,87,低,Biogen Inc.,209.03,28.3,7.61,56.4,1.65,203.77,197.78,-0.9293,219.72,中,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+0 · Bonus+5,從20日高點回檔4.9%；站上EMA20(+2.6%)；1M報酬7.6%；超額報酬vs SPY:+4.1%；SPY:+3.5%&QQQ:+2.7%；RSI56；MACD待確認；站上SMA200,12,13,8,9,0,5,待 Grok 評分,待 Grok 評分
4,4,BAX,Baxter International Inc.,84,低,Baxter International Inc.,22.57,11.3,11.13,63.7,1.3,21.53,19.62,0.0278,23.53,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔4.1%；站上EMA20(+4.9%)；1M報酬11.1%；超額報酬vs SPY:+7.6%；SPY:+3.5%&QQQ:+2.7%；RSI64；MACD金叉多頭；站上SMA200,8,13,4,9,10,0,待 Grok 評分,待 Grok 評分
5,5,DG,達樂,82,低,Dollar General Corporation,123.44,26.5,12.83,65.6,1.2,115.46,110.86,0.4838,125.75,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+3 · Bonus+0,從20日高點回檔1.8%；站上EMA20(+6.9%)；1M報酬12.8%；超額報酬vs SPY:+9.3%；SPY:+3.5%&QQQ:+2.7%；RSI66；MACD金叉多頭；站上SMA200,8,15,4,12,3,0,待 Grok 評分,待 Grok 評分
6,6,BBY,"Best Buy Co., Inc.",79,中,"Best Buy Co., Inc.",81.65,17.7,9.38,66.8,1.35,77.13,69.24,0.0603,83.83,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+3 · Bonus+0,從20日高點回檔2.6%；站上EMA20(+5.9%)；1M報酬9.4%；超額報酬vs SPY:+5.8%；SPY:+3.5%&QQQ:+2.7%；RSI67；MACD金叉多頭；站上SMA200,8,15,4,9,3,0,待 Grok 評分,待 Grok 評分
7,7,GDDY,GoDaddy Inc.,77,中,GoDaddy Inc.,91.1,12.1,21.19,61.3,0.47,85.89,85.32,1.0393,91.89,低,基底+40 · CB+0 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔0.9%；站上EMA20(+6.1%)；1M報酬21.2%；超額報酬vs SPY:+17.7%；SPY:+3.5%&QQQ:+2.7%；RSI61；MACD金叉多頭,0,15,0,12,10,0,待 Grok 評分,待 Grok 評分
8,8,META,Meta平台,77,中,"Meta Platforms, Inc.",661.04,1678.0,16.4,63.5,0.82,609.27,600.84,11.6502,677.86,低,基底+40 · CB+0 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔2.5%；站上EMA20(+8.5%)；1M報酬16.4%；超額報酬vs SPY:+12.9%；SPY:+3.5%&QQQ:+2.7%；RSI64；MACD金叉多頭；站上SMA200,0,15,0,12,10,0,待 Grok 評分,待 Grok 評分
9,9,XYZ,"Block, Inc.",77,中,"Block, Inc.",79.99,47.6,15.78,62.2,0.83,76.28,73.09,0.1408,81.04,低,基底+40 · CB+0 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔1.3%；站上EMA20(+4.9%)；1M報酬15.8%；超額報酬vs SPY:+12.2%；SPY:+3.5%&QQQ:+2.7%；RSI62；MACD金叉多頭；站上SMA200,0,15,0,12,10,0,待 Grok 評分,待 Grok 評分
10,10,PYPL,PayPal,77,中,"PayPal Holdings, Inc.",47.37,41.8,14.86,64.0,0.58,44.78,44.21,0.4978,48.43,低,基底+40 · CB+0 · PullbackQ+15 · VS+0 · RS+12 · TC+10 · Bonus+0,從20日高點回檔2.2%；站上EMA20(+5.8%)；1M報酬14.9%；超額報酬vs SPY:+11.3%；SPY:+3.5%&QQQ:+2.7%；RSI64；MACD金叉多頭,0,15,0,12,10,0,待 Grok 評分,待 Grok 評分
