Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,PTC,PTC Inc.,100,低,PTC Inc.,132.46,15.3,16.31,61.2,1.83,123.11,127.28,1.2651,132.75,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔0.2%；站上EMA20(+7.6%)；1M報酬16.3%；超額報酬vs SPY:+17.9%；SPY:-1.6%&QQQ:-8.6%；RSI61；MACD金叉多頭,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
2,2,NOW,ServiceNow,100,低,"ServiceNow, Inc.",115.76,119.7,15.79,62.0,1.66,104.4,105.3,0.9288,118.36,中,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔2.2%；站上EMA20(+10.9%)；1M報酬15.8%；超額報酬vs SPY:+17.4%；SPY:-1.6%&QQQ:-8.6%；RSI62；MACD金叉多頭,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
3,3,AON,怡安集團,100,低,Aon plc,377.16,80.6,15.14,65.0,1.6,358.87,339.06,0.7797,382.34,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔1.4%；站上EMA20(+5.1%)；1M報酬15.1%；超額報酬vs SPY:+16.7%；SPY:-1.6%&QQQ:-8.6%；RSI65；MACD金叉多頭；站上SMA200,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
4,4,GEHC,GE HealthCare Technologies Inc.,100,低,GE HealthCare Technologies Inc.,71.9,32.5,10.59,68.8,2.61,63.91,63.71,0.5087,72.04,高,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔0.2%；站上EMA20(+12.5%)；1M報酬10.6%；超額報酬vs SPY:+12.2%；SPY:-1.6%&QQQ:-8.6%；RSI69；MACD金叉多頭,18,15,12,12,3,5,待 Grok 評分,待 Grok 評分
5,5,BXP,"BXP, Inc.",100,低,"BXP, Inc.",72.97,11.6,9.94,70.3,2.68,68.39,64.98,0.1129,74.94,中,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+0 · Bonus+5,從20日高點回檔2.6%；站上EMA20(+6.7%)；1M報酬9.9%；超額報酬vs SPY:+11.5%；SPY:-1.6%&QQQ:-8.6%；RSI70；MACD金叉多頭；站上SMA200,18,15,12,12,0,5,待 Grok 評分,待 Grok 評分
6,6,MDLZ,億滋國際,100,低,"Mondelez International, Inc.",64.99,82.9,8.95,66.4,2.1,60.82,60.69,0.4722,66.65,中,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+12 · TC+3 · Bonus+5,從20日高點回檔2.5%；站上EMA20(+6.9%)；1M報酬9.0%；超額報酬vs SPY:+10.5%；SPY:-1.6%&QQQ:-8.6%；RSI66；MACD金叉多頭；站上SMA200,18,15,12,12,3,5,待 Grok 評分,待 Grok 評分
7,7,ACGL,Arch Capital Group Ltd.,100,低,Arch Capital Group Ltd.,104.55,35.7,6.62,61.3,1.56,101.08,96.31,0.2022,107.09,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔2.4%；站上EMA20(+3.4%)；1M報酬6.6%；超額報酬vs SPY:+8.2%；SPY:-1.6%&QQQ:-8.6%；RSI61；MACD金叉多頭；站上SMA200,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
8,8,ZBH,"Zimmer Biomet Holdings, Inc.",100,低,"Zimmer Biomet Holdings, Inc.",97.15,18.8,6.48,64.6,1.58,91.17,88.23,0.5074,97.6,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔0.5%；站上EMA20(+6.6%)；1M報酬6.5%；超額報酬vs SPY:+8.0%；SPY:-1.6%&QQQ:-8.6%；RSI65；MACD金叉多頭；站上SMA200,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
9,9,BSX,Boston Scientific Corporation,100,低,Boston Scientific Corporation,46.04,68.4,5.89,54.7,2.65,44.77,47.01,0.5225,47.16,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+9 · TC+10 · Bonus+5,從20日高點回檔2.4%；站上EMA20(+2.8%)；1M報酬5.9%；超額報酬vs SPY:+7.4%；SPY:-1.6%&QQQ:-8.6%；RSI55；MACD金叉多頭,18,15,12,9,10,5,待 Grok 評分,待 Grok 評分
10,10,OMC,Omnicom Group Inc.,100,低,Omnicom Group Inc.,82.58,22.7,11.7,56.1,2.22,80.37,76.65,0.1067,87.41,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+12 · TC+10 · Bonus+5,從20日高點回檔5.5%；站上EMA20(+2.8%)；1M報酬11.7%；超額報酬vs SPY:+13.3%；SPY:-1.6%&QQQ:-8.6%；RSI56；MACD金叉多頭；站上SMA200,18,13,12,12,10,5,待 Grok 評分,待 Grok 評分
