Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,IP,International Paper Company,100,低,International Paper Company,36.15,19.3,14.73,62.1,1.54,33.26,33.19,0.3698,36.22,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔0.2%；站上EMA20(+8.7%)；1M報酬14.7%；超額報酬vs SPY:+14.8%；SPY:-0.1%&QQQ:+3.4%；RSI62；MACD金叉多頭,12,15,8,12,10,5,待 Grok 評分,待 Grok 評分
2,2,TKO,"TKO Group Holdings, Inc.",100,低,"TKO Group Holdings, Inc.",202.57,15.1,10.7,54.9,1.52,199.53,192.43,0.7633,215.86,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+10 · Bonus+5,從20日高點回檔6.2%；站上EMA20(+1.5%)；1M報酬10.7%；超額報酬vs SPY:+10.8%；SPY:-0.1%&QQQ:+3.4%；RSI55；MACD金叉多頭；站上SMA200,12,13,8,12,10,5,待 Grok 評分,待 Grok 評分
3,3,LEN,萊納房屋,100,低,Lennar Corporation,90.3,22.1,6.27,50.6,2.22,90.17,89.2,0.3644,95.22,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+9 · TC+10 · Bonus+5,從20日高點回檔5.2%；站上EMA20(+0.1%)；1M報酬6.3%；超額報酬vs SPY:+6.3%；SPY:-0.1%&QQQ:+3.4%；RSI51；MACD金叉多頭,18,13,12,9,10,5,待 Grok 評分,待 Grok 評分
4,4,REG,Regency Centers Corporation,99,低,Regency Centers Corporation,79.26,14.5,4.02,59.3,1.5,77.9,77.79,0.3923,81.04,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔2.2%；站上EMA20(+1.7%)；1M報酬4.0%；超額報酬vs SPY:+4.1%；SPY:-0.1%&QQQ:+3.4%；RSI59；MACD金叉多頭；站上SMA200,12,15,8,9,10,5,待 Grok 評分,待 Grok 評分
5,5,KLAC,KLA,90,低,KLA Corporation,256.42,335.0,35.63,76.1,1.58,211.54,188.4,5.4884,267.17,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+0 · Bonus+5,從20日高點回檔4.0%；站上EMA20(+21.2%)；1M報酬35.6%；超額報酬vs SPY:+35.7%；SPY:-0.1%&QQQ:+3.4%；RSI76；MACD金叉多頭；站上SMA200,12,13,8,12,0,5,待 Grok 評分,待 Grok 評分
6,6,DASH,DoorDash,89,低,"DoorDash, Inc.",168.09,73.2,9.36,56.9,1.41,158.04,163.61,0.7356,169.07,高,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔0.6%；站上EMA20(+6.4%)；1M報酬9.4%；超額報酬vs SPY:+9.4%；SPY:-0.1%&QQQ:+3.4%；RSI57；MACD金叉多頭,8,15,4,12,10,0,待 Grok 評分,待 Grok 評分
7,7,WY,Weyerhaeuser Company,89,低,Weyerhaeuser Company,24.85,17.8,8.5,59.6,1.25,24.1,24.02,0.0946,25.32,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔1.9%；站上EMA20(+3.1%)；1M報酬8.5%；超額報酬vs SPY:+8.6%；SPY:-0.1%&QQQ:+3.4%；RSI60；MACD金叉多頭；站上SMA200,8,15,4,12,10,0,待 Grok 評分,待 Grok 評分
8,8,CDW,CDW Corporation,87,低,CDW Corporation,131.3,16.8,29.29,57.0,1.36,126.94,124.14,0.6523,141.46,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔7.2%；站上EMA20(+3.4%)；1M報酬29.3%；超額報酬vs SPY:+29.4%；SPY:-0.1%&QQQ:+3.4%；RSI57；MACD金叉多頭,8,13,4,12,10,0,待 Grok 評分,待 Grok 評分
9,9,XYZ,"Block, Inc.",87,低,"Block, Inc.",74.35,44.3,3.94,58.0,1.58,70.57,69.8,-0.1235,77.62,高,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+0 · Bonus+5,從20日高點回檔4.2%；站上EMA20(+5.4%)；1M報酬3.9%；超額報酬vs SPY:+4.0%；SPY:-0.1%&QQQ:+3.4%；RSI58；MACD待確認；站上SMA200,12,13,8,9,0,5,待 Grok 評分,待 Grok 評分
10,10,IR,Ingersoll Rand Inc.,86,低,Ingersoll Rand Inc.,76.77,30.0,6.89,58.3,1.42,73.09,76.92,0.8782,77.9,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔1.5%；站上EMA20(+5.0%)；1M報酬6.9%；超額報酬vs SPY:+7.0%；SPY:-0.1%&QQQ:+3.4%；RSI58；MACD金叉多頭,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
