Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,EFX,"Equifax, Inc.",100,低,"Equifax, Inc.",173.0,20.3,12.39,54.1,3.43,169.76,165.54,1.2821,182.34,低,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+12 · TC+10 · Bonus+5,從20日高點回檔5.1%；站上EMA20(+1.9%)；1M報酬12.4%；超額報酬vs SPY:+12.2%；SPY:+0.2%&QQQ:-4.2%；RSI54；MACD金叉多頭,18,13,12,12,10,5,待 Grok 評分,待 Grok 評分
2,2,MMM,3M Company,100,低,3M Company,170.76,88.1,6.33,68.5,3.05,160.07,155.91,0.4552,176.16,高,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+9 · TC+3 · Bonus+5,從20日高點回檔3.1%；站上EMA20(+6.7%)；1M報酬6.3%；超額報酬vs SPY:+6.1%；SPY:+0.2%&QQQ:-4.2%；RSI69；MACD金叉多頭；站上SMA200,18,13,12,9,3,5,待 Grok 評分,待 Grok 評分
3,3,HAS,"Hasbro, Inc.",100,低,"Hasbro, Inc.",88.78,12.6,4.77,65.7,3.37,81.89,85.08,1.0364,93.05,高,基底+40 · CB+18 · PullbackQ+13 · VS+12 · RS+9 · TC+3 · Bonus+5,從20日高點回檔4.6%；站上EMA20(+8.4%)；1M報酬4.8%；超額報酬vs SPY:+4.6%；SPY:+0.2%&QQQ:-4.2%；RSI66；MACD金叉多頭；站上SMA200,18,13,12,9,3,5,待 Grok 評分,待 Grok 評分
4,4,COIN,Coinbase,97,低,"Coinbase Global, Inc.",175.85,46.3,7.71,58.7,1.78,162.29,170.88,1.9836,181.49,高,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔3.1%；站上EMA20(+8.4%)；1M報酬7.7%；超額報酬vs SPY:+7.5%；SPY:+0.2%&QQQ:-4.2%；RSI59；MACD金叉多頭,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
5,5,T,美國電話電報,96,低,AT&T Inc.,22.26,154.7,2.49,54.6,1.67,21.69,22.75,0.2526,22.77,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔2.2%；站上EMA20(+2.6%)；1M報酬2.5%；超額報酬vs SPY:+2.3%；SPY:+0.2%&QQQ:-4.2%；RSI55；MACD金叉多頭,12,15,8,6,10,5,待 Grok 評分,待 Grok 評分
6,6,WRB,W.R. Berkley Corporation,96,低,W.R. Berkley Corporation,72.16,26.8,8.38,57.6,1.69,70.82,68.2,-0.095,74.82,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+6 · Bonus+5,從20日高點回檔3.6%；站上EMA20(+1.9%)；1M報酬8.4%；超額報酬vs SPY:+8.2%；SPY:+0.2%&QQQ:-4.2%；RSI58；MACD多頭；站上SMA200,12,13,8,12,6,5,待 Grok 評分,待 Grok 評分
7,7,TMO,賽默飛世爾,90,低,Thermo Fisher Scientific Inc,523.46,194.5,12.67,57.2,1.67,516.64,485.95,-0.4252,544.45,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+0 · Bonus+5,從20日高點回檔3.9%；站上EMA20(+1.3%)；1M報酬12.7%；超額報酬vs SPY:+12.5%；SPY:+0.2%&QQQ:-4.2%；RSI57；MACD待確認,12,13,8,12,0,5,待 Grok 評分,待 Grok 評分
8,8,PCAR,PACCAR Inc.,86,低,PACCAR Inc.,126.25,66.4,6.14,59.6,1.46,122.92,117.64,0.1054,128.26,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔1.6%；站上EMA20(+2.7%)；1M報酬6.1%；超額報酬vs SPY:+5.9%；SPY:+0.2%&QQQ:-4.2%；RSI60；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
9,9,PM,菲利普莫里斯,84,低,Philip Morris International Inc,188.04,293.1,6.28,56.4,1.3,183.91,181.38,0.82,194.9,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔3.5%；站上EMA20(+2.2%)；1M報酬6.3%；超額報酬vs SPY:+6.1%；SPY:+0.2%&QQQ:-4.2%；RSI56；MACD金叉多頭；站上SMA200,8,13,4,9,10,0,待 Grok 評分,待 Grok 評分
10,10,SCHW,嘉信理財,83,低,Charles Schwab Corporation (The,99.96,173.8,9.01,56.9,1.45,98.82,93.04,-0.0437,104.48,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+6 · Bonus+0,從20日高點回檔4.3%；站上EMA20(+1.2%)；1M報酬9.0%；超額報酬vs SPY:+8.8%；SPY:+0.2%&QQQ:-4.2%；RSI57；MACD多頭；站上SMA200,8,13,4,12,6,0,待 Grok 評分,待 Grok 評分
