Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,DVA,DVA,95,低,DVA,196.87,12.6,31.33,70.0,1.76,182.16,161.35,1.2615,202.69,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+3 · Bonus+5,從20日高點回檔2.9%；站上EMA20(+8.1%)；1M報酬31.3%；超額報酬vs SPY:+26.1%；SPY:+5.3%&QQQ:+10.7%；RSI70；MACD金叉多頭；站上SMA200,12,15,8,12,3,5,待 Grok 評分,待 Grok 評分
2,2,DXCM,德康醫療,95,低,DXCM,71.44,27.6,14.12,69.1,1.68,62.65,63.21,1.2807,71.48,高,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+3 · Bonus+5,從20日高點回檔0.1%；站上EMA20(+14.0%)；1M報酬14.1%；超額報酬vs SPY:+8.8%；SPY:+5.3%&QQQ:+10.7%；RSI69；MACD金叉多頭；站上SMA200,12,15,8,12,3,5,待 Grok 評分,待 Grok 評分
3,3,LYV,LYV,94,低,LYV,164.44,38.3,7.22,53.9,1.71,163.02,158.51,0.1582,173.12,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔5.0%；站上EMA20(+0.9%)；1M報酬7.2%；超額報酬vs SPY:+1.9%；SPY:+5.3%&QQQ:+10.7%；RSI54；MACD金叉多頭；站上SMA200,12,13,8,6,10,5,待 Grok 評分,待 Grok 評分
4,4,D,D,92,低,D,67.73,59.6,10.87,68.1,1.63,63.89,62.64,0.5969,68.97,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+3 · Bonus+5,從20日高點回檔1.8%；站上EMA20(+6.0%)；1M報酬10.9%；超額報酬vs SPY:+5.6%；SPY:+5.3%&QQQ:+10.7%；RSI68；MACD金叉多頭；站上SMA200,12,15,8,9,3,5,待 Grok 評分,待 Grok 評分
5,5,WELL,WELL,92,低,WELL,218.61,154.3,6.28,59.1,1.58,213.99,207.68,-0.0803,221.68,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+6 · TC+6 · Bonus+5,從20日高點回檔1.4%；站上EMA20(+2.2%)；1M報酬6.3%；超額報酬vs SPY:+1.0%；SPY:+5.3%&QQQ:+10.7%；RSI59；MACD多頭；站上SMA200,12,15,8,6,6,5,待 Grok 評分,待 Grok 評分
6,6,GS,高盛集團,88,低,GS,982.12,289.7,6.0,63.8,1.69,936.27,888.6,0.5994,982.73,中,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+3 · TC+10 · Bonus+0,從20日高點回檔0.1%；站上EMA20(+4.9%)；1M報酬6.0%；超額報酬vs SPY:+0.7%；SPY:+5.3%&QQQ:+10.7%；RSI64；MACD金叉多頭；站上SMA200,12,15,8,3,10,0,待 Grok 評分,待 Grok 評分
7,7,EVRG,EVRG,88,低,EVRG,83.16,19.2,3.5,54.7,1.5,82.22,81.88,0.0501,84.09,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+3 · TC+10 · Bonus+0,從20日高點回檔1.1%；站上EMA20(+1.1%)；1M報酬3.5%；超額報酬vs SPY:-1.8%；SPY:+5.3%&QQQ:+10.7%；RSI55；MACD金叉多頭；站上SMA200,12,15,8,3,10,0,待 Grok 評分,待 Grok 評分
8,8,AKAM,AKAM,88,低,AKAM,143.55,20.9,46.36,62.1,2.5,131.76,114.19,1.7304,165.45,低,基底+40 · CB+8 · PullbackQ+6 · VS+12 · RS+12 · TC+10 · Bonus+0,從20日高點回檔13.2%；站上EMA20(+8.9%)；1M報酬46.4%；超額報酬vs SPY:+41.1%；SPY:+5.3%&QQQ:+10.7%；RSI62；MACD金叉多頭；站上SMA200,8,6,12,12,10,0,待 Grok 評分,待 Grok 評分
9,9,HAL,哈里伯頓,86,低,HAL,42.3,35.3,10.88,60.1,1.2,40.99,38.96,0.0703,43.59,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔3.0%；站上EMA20(+3.2%)；1M報酬10.9%；超額報酬vs SPY:+5.6%；SPY:+5.3%&QQQ:+10.7%；RSI60；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
10,10,CL,CL,86,低,CL,90.35,72.3,10.44,63.5,1.29,87.47,85.75,0.4459,90.85,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔0.6%；站上EMA20(+3.3%)；1M報酬10.4%；超額報酬vs SPY:+5.2%；SPY:+5.3%&QQQ:+10.7%；RSI63；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
11,11,DAL,DAL,84,低,DAL,74.12,48.7,5.83,61.1,1.64,70.23,67.62,-0.0386,74.95,高,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+3 · TC+6 · Bonus+0,從20日高點回檔1.1%；站上EMA20(+5.5%)；1M報酬5.8%；超額報酬vs SPY:+0.6%；SPY:+5.3%&QQQ:+10.7%；RSI61；MACD多頭；站上SMA200,12,15,8,3,6,0,待 Grok 評分,待 Grok 評分
12,12,PM,菲利普莫里斯,82,低,PM,188.63,294.0,23.09,67.8,1.25,178.7,167.87,1.8516,193.05,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+3 · Bonus+0,從20日高點回檔2.3%；站上EMA20(+5.6%)；1M報酬23.1%；超額報酬vs SPY:+17.8%；SPY:+5.3%&QQQ:+10.7%；RSI68；MACD金叉多頭；站上SMA200,8,15,4,12,3,0,待 Grok 評分,待 Grok 評分
