Final_Rank,Rank,Ticker,CN_Name,New_Grok_Elite_Score,風險等級,Company_Name,Current_Price,Market_Cap_B,1M_Return_pct,RSI,Volume_Ratio,EMA20,SMA50,MACD_Hist,High_20,Gap_Risk,Score_Breakdown,Reason,CB_score,PullbackQ_score,VS_score,RS_score,TC_score,Bonus_score,X_Catalyst_Score,X_Catalyst_Reason
1,1,NRG,"NRG Energy, Inc.",100,低,"NRG Energy, Inc.",138.91,29.3,3.68,55.7,2.09,132.8,142.42,1.6611,143.08,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+6 · TC+10 · Bonus+5,從20日高點回檔2.9%；站上EMA20(+4.6%)；1M報酬3.7%；超額報酬vs SPY:+3.0%；SPY:+0.7%&QQQ:+3.6%；RSI56；MACD金叉多頭,18,15,12,6,10,5,待 Grok 評分,待 Grok 評分
2,2,BALL,Ball Corporation,100,低,Ball Corporation,58.2,15.5,2.82,60.3,2.17,56.35,58.08,0.6527,59.18,低,基底+40 · CB+18 · PullbackQ+15 · VS+12 · RS+6 · TC+10 · Bonus+5,從20日高點回檔1.7%；站上EMA20(+3.3%)；1M報酬2.8%；超額報酬vs SPY:+2.1%；SPY:+0.7%&QQQ:+3.6%；RSI60；MACD金叉多頭；站上SMA200,18,15,12,6,10,5,待 Grok 評分,待 Grok 評分
3,3,BIIB,渤健,99,低,Biogen Inc.,199.71,29.5,6.34,56.0,1.6,196.03,190.93,0.0134,203.45,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔1.8%；站上EMA20(+1.9%)；1M報酬6.3%；超額報酬vs SPY:+5.7%；SPY:+0.7%&QQQ:+3.6%；RSI56；MACD金叉多頭；站上SMA200,12,15,8,9,10,5,待 Grok 評分,待 Grok 評分
4,4,DRI,"Darden Restaurants, Inc.",97,低,"Darden Restaurants, Inc.",212.0,24.3,7.47,62.7,1.76,205.19,199.83,1.1168,219.38,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔3.4%；站上EMA20(+3.3%)；1M報酬7.5%；超額報酬vs SPY:+6.8%；SPY:+0.7%&QQQ:+3.6%；RSI63；MACD金叉多頭；站上SMA200,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
5,5,DASH,DoorDash,97,低,"DoorDash, Inc.",172.08,75.0,7.06,58.2,1.52,162.15,164.71,2.2974,177.88,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+9 · TC+10 · Bonus+5,從20日高點回檔3.3%；站上EMA20(+6.1%)；1M報酬7.1%；超額報酬vs SPY:+6.4%；SPY:+0.7%&QQQ:+3.6%；RSI58；MACD金叉多頭,12,13,8,9,10,5,待 Grok 評分,待 Grok 評分
6,6,CNP,"CenterPoint Energy, Inc (Holdin",96,低,"CenterPoint Energy, Inc (Holdin",43.12,28.2,2.64,55.6,1.54,42.59,42.44,0.0935,43.7,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+6 · TC+10 · Bonus+5,從20日高點回檔1.3%；站上EMA20(+1.3%)；1M報酬2.6%；超額報酬vs SPY:+2.0%；SPY:+0.7%&QQQ:+3.6%；RSI56；MACD金叉多頭；站上SMA200,12,15,8,6,10,5,待 Grok 評分,待 Grok 評分
7,7,Q,"Qnity Electronics, Inc.",95,低,"Qnity Electronics, Inc.",175.64,36.8,14.83,65.4,1.99,155.32,148.6,1.919,177.28,低,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+12 · TC+3 · Bonus+5,從20日高點回檔0.9%；站上EMA20(+13.1%)；1M報酬14.8%；超額報酬vs SPY:+14.1%；SPY:+0.7%&QQQ:+3.6%；RSI65；MACD金叉多頭,12,15,8,12,3,5,待 Grok 評分,待 Grok 評分
8,8,STX,Seagate Technology Holdings PLC,90,低,Seagate Technology Holdings PLC,1094.04,247.5,45.66,75.5,1.75,930.58,772.65,13.8574,1145.0,低,基底+40 · CB+12 · PullbackQ+13 · VS+8 · RS+12 · TC+0 · Bonus+5,從20日高點回檔4.5%；站上EMA20(+17.6%)；1M報酬45.7%；超額報酬vs SPY:+45.0%；SPY:+0.7%&QQQ:+3.6%；RSI76；MACD金叉多頭；站上SMA200,12,13,8,12,0,5,待 Grok 評分,待 Grok 評分
9,9,IP,International Paper Company,89,低,International Paper Company,36.89,19.5,21.24,64.1,1.25,34.54,33.33,0.3985,37.83,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔2.5%；站上EMA20(+6.8%)；1M報酬21.2%；超額報酬vs SPY:+20.6%；SPY:+0.7%&QQQ:+3.6%；RSI64；MACD金叉多頭,8,15,4,12,10,0,待 Grok 評分,待 Grok 評分
10,10,GLW,Corning Incorporated,89,低,Corning Incorporated,209.83,180.6,16.31,61.2,1.43,185.66,179.81,1.1605,212.39,高,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔1.2%；站上EMA20(+13.0%)；1M報酬16.3%；超額報酬vs SPY:+15.6%；SPY:+0.7%&QQQ:+3.6%；RSI61；MACD金叉多頭；站上SMA200,8,15,4,12,10,0,待 Grok 評分,待 Grok 評分
11,11,ABBV,艾伯維,89,低,AbbVie Inc.,230.01,406.4,8.34,62.4,1.72,220.46,212.02,-0.2047,232.32,高,基底+40 · CB+12 · PullbackQ+15 · VS+8 · RS+9 · TC+0 · Bonus+5,從20日高點回檔1.0%；站上EMA20(+4.3%)；1M報酬8.3%；超額報酬vs SPY:+7.7%；SPY:+0.7%&QQQ:+3.6%；RSI62；MACD待確認；站上SMA200,12,15,8,9,0,5,待 Grok 評分,待 Grok 評分
12,12,COHR,Coherent Corp.,87,低,Coherent Corp.,425.48,83.2,18.68,59.8,1.47,384.45,360.06,0.2544,440.0,高,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔3.3%；站上EMA20(+10.7%)；1M報酬18.7%；超額報酬vs SPY:+18.0%；SPY:+0.7%&QQQ:+3.6%；RSI60；MACD金叉多頭；站上SMA200,8,13,4,12,10,0,待 Grok 評分,待 Grok 評分
13,13,CCL,Carnival Corporation Ltd.,87,低,Carnival Corporation Ltd.,30.19,41.8,15.98,60.1,1.25,28.45,27.15,0.3094,31.6,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔4.5%；站上EMA20(+6.1%)；1M報酬16.0%；超額報酬vs SPY:+15.3%；SPY:+0.7%&QQQ:+3.6%；RSI60；MACD金叉多頭；站上SMA200,8,13,4,12,10,0,待 Grok 評分,待 Grok 評分
14,14,CRH,CRH PLC,87,低,CRH PLC,111.25,74.3,9.66,56.5,1.45,107.56,109.88,1.0644,115.49,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+12 · TC+10 · Bonus+0,從20日高點回檔3.7%；站上EMA20(+3.4%)；1M報酬9.7%；超額報酬vs SPY:+9.0%；SPY:+0.7%&QQQ:+3.6%；RSI57；MACD金叉多頭,8,13,4,12,10,0,待 Grok 評分,待 Grok 評分
15,15,WDC,Western Digital Corporation,87,低,Western Digital Corporation,732.62,252.5,59.44,75.0,1.56,592.57,487.78,18.2494,799.87,低,基底+40 · CB+12 · PullbackQ+10 · VS+8 · RS+12 · TC+0 · Bonus+5,從20日高點回檔8.4%；站上EMA20(+23.6%)；1M報酬59.4%；超額報酬vs SPY:+58.8%；SPY:+0.7%&QQQ:+3.6%；RSI75；MACD金叉多頭；站上SMA200,12,10,8,12,0,5,待 Grok 評分,待 Grok 評分
16,16,VRTX,福泰製藥,86,低,Vertex Pharmaceuticals Incorpor,466.79,118.5,8.44,63.6,1.43,446.45,438.46,2.3689,468.18,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔0.3%；站上EMA20(+4.6%)；1M報酬8.4%；超額報酬vs SPY:+7.8%；SPY:+0.7%&QQQ:+3.6%；RSI64；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
17,17,JCI,Johnson Controls International ,86,低,Johnson Controls International ,148.21,90.4,7.89,58.7,1.34,143.18,141.36,0.426,149.38,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔0.8%；站上EMA20(+3.5%)；1M報酬7.9%；超額報酬vs SPY:+7.2%；SPY:+0.7%&QQQ:+3.6%；RSI59；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
18,18,BF-B,Brown Forman Inc,86,低,Brown Forman Inc,27.26,12.5,7.25,58.3,1.31,26.27,26.64,0.1447,27.58,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔1.2%；站上EMA20(+3.8%)；1M報酬7.2%；超額報酬vs SPY:+6.6%；SPY:+0.7%&QQQ:+3.6%；RSI58；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
19,19,SPG,"Simon Property Group, Inc.",86,低,"Simon Property Group, Inc.",214.57,69.6,6.28,61.0,1.34,209.16,203.48,0.2561,220.44,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔2.7%；站上EMA20(+2.6%)；1M報酬6.3%；超額報酬vs SPY:+5.6%；SPY:+0.7%&QQQ:+3.6%；RSI61；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
20,20,IRM,Iron Mountain Incorporated (Del,86,低,Iron Mountain Incorporated (Del,131.86,39.2,5.53,61.8,1.25,126.19,123.02,0.1596,132.99,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔0.8%；站上EMA20(+4.5%)；1M報酬5.5%；超額報酬vs SPY:+4.8%；SPY:+0.7%&QQQ:+3.6%；RSI62；MACD金叉多頭；站上SMA200,8,15,4,9,10,0,待 Grok 評分,待 Grok 評分
21,21,ALGN,愛齊科技,84,低,"Align Technology, Inc.",173.76,12.4,6.35,51.1,1.22,173.0,173.84,0.9502,185.0,低,基底+40 · CB+8 · PullbackQ+13 · VS+4 · RS+9 · TC+10 · Bonus+0,從20日高點回檔6.1%；站上EMA20(+0.4%)；1M報酬6.4%；超額報酬vs SPY:+5.7%；SPY:+0.7%&QQQ:+3.6%；RSI51；MACD金叉多頭；站上SMA200,8,13,4,9,10,0,待 Grok 評分,待 Grok 評分
22,22,XYL,Xylem Inc.,83,低,Xylem Inc.,111.77,26.6,3.69,52.0,1.24,110.63,114.04,0.5978,113.08,低,基底+40 · CB+8 · PullbackQ+15 · VS+4 · RS+6 · TC+10 · Bonus+0,從20日高點回檔1.2%；站上EMA20(+1.0%)；1M報酬3.7%；超額報酬vs SPY:+3.0%；SPY:+0.7%&QQQ:+3.6%；RSI52；MACD金叉多頭,8,15,4,6,10,0,待 Grok 評分,待 Grok 評分
